#SampleID	Env	SourceSink
57WHALUCSTFFV	T3F.3.Dr.060	sink
4LFEMEERENPJF	T2C.3.Dr.060	sink
1XG4WO1GSPVXO	T1W.3.Dr.060	sink
2BU5WIYHC36TW	T1F.3.Dr.060	sink
7G5O8UPIZQAT8	T2W.3.Dr.060	sink
4S6EJ4C8DSH7H	T3C.3.Dr.060	sink
1PD38BIVXXGXG	T1C.3.Dr.060	sink
5SDHBDEADHOC2	T2F.3.Dr.060	sink
1KWAU7NBOUGA	T3W.3.Dr.060	sink
7M0MZ5KXDRAX6	S2W.3.Dr.067	sink
4BKAL7S1DNREZ	S1F.3.Dr.067	sink
1NL0VHEQRPXT8	S2C.3.Dr.067	sink
MHWWTAM6WZ4J	S1W.3.Dr.067	sink
4AW9PEHHFTXQW	S2F.3.Dr.067	sink
762JX2BABGESR	S1C.3.Dr.067	sink
5Q5EDBR3WQ9FS	F3C.3.Dr.063	sink
5AVC71S0S96ZG	F3F.3.Dr.063	sink
1M0YT9248SCL1	F3W.3.Dr.063	sink
6QCH5KT5WFGKD	F1F.3.Dr.063	sink
6BIFKID42I9W3	F1C.3.Dr.063	sink
3NJ5URZTGKGAC	F1W.3.Dr.063	sink
1KWXC88J0EN4W	F2F.3.Dr.063	sink
6P8FOJZKO1R48	F2W.3.Dr.063	sink
YFUO0SXM8X8G	F2C.3.Dr.063	sink
5939U7NVM1NV8	S3W.3.Dr.073	sink
4MM7608A7VXYS	S3F.3.Dr.073	sink
72YFSLM19L8CD	S3C.3.Dr.073	sink
61NBJBQE1IBRN	F3F.3.Dr.069	sink
4DV4LUF5F9PAH	F3W.3.Dr.069	sink
6FDBNDCUN1SZS	F3C.3.Dr.069	sink
4JQ3C5AJTAPEF	F1F.3.Dr.069	sink
3X90NXUYF4ZHZ	F1W.3.Dr.069	sink
199QY7HNT75W8	F1C.3.Dr.069	sink
TZORXIKOQ3FW	F2W.3.Dr.069	sink
32GW0S59IWWPA	F2F.3.Dr.069	sink
SVNAWOZGCDZR	F2C.3.Dr.069	sink
72L69Z2XJVVJJ	S1W.3.Dr.079	sink
WYJODG8O5UZH	S2C.3.Dr.070	sink
61A20P7ABSYYT	S2F.3.Dr.070	sink
34JPQT0UX8WOR	S2W.3.Dr.070	sink
5YLYHG12KHOAH	F3F.3.Dr.060	sink
MNF1ZAHCM12Z	F3W.3.Dr.060	sink
4XAU865FCERPR	F3C.3.Dr.060	sink
38UMEVJMSCBKI	F2F.3.Dr.060	sink
KVCP56C6EHYR	F2W.3.Dr.060	sink
61B42QACHBAH	F2C.3.Dr.060	sink
2MDJQO41E6LO2	F1W.3.Dr.060	sink
491P74LOS1IP3	F1C.3.Dr.060	sink
5VPUNL3C5WFQ4	F1F.3.Dr.060	sink
5QTO6A9XXTQ5I	F1W.3.Dr.021	sink
43PI4M999EXCF	F1C.3.Dr.021	sink
3V6FV27N42MK5	F1W.3.Dr.022	sink
2829TE6YFNTR2	F1C.3.Dr.022	sink
2RTHOIFZJHFMS	F1W.3.Dr.021	sink
3U7YS2OXJM11	F1W.3.Dr.022	sink
690TZ66CIPQT1	F1C.3.Dr.021	sink
1BWC4RVT4RA9T	F1C.3.Dr.022	sink
15777	Flagstaff 1 inhabitant	source
15772	Flagstaff 1 inhabitant	source
15767	Flagstaff 1 inhabitant	source
15751	Flagstaff 1 inhabitant	source
15748	Flagstaff 1 inhabitant	source
15738	Flagstaff 1 inhabitant	source
15700	flagstaff	source
15699	flagstaff	source
15696	flagstaff	source
15660	Flagstaff 1 inhabitant	source
12863	sandiego	source
12858	sandiego	source
12819	Flagstaff 1 inhabitant	source
12814	Flagstaff 1 inhabitant	source
12809	Flagstaff 1 inhabitant	source
12808	Flagstaff 1 inhabitant	source
12796	Flagstaff 1 inhabitant	source
12743	sandiego	source
12736	sandiego	source
12709	Flagstaff 1 inhabitant	source
12704	Flagstaff 1 inhabitant	source
12700	Flagstaff 1 inhabitant	source
12689	Flagstaff 1 inhabitant	source
12659	Flagstaff 1 inhabitant	source
12627	flagstaff	source
12625	flagstaff	source
12621	flagstaff	source
12613	Flagstaff 1 inhabitant	source
12608	Flagstaff 1 inhabitant	source
12607	Flagstaff 1 inhabitant	source
12534	Flagstaff 1 inhabitant	source
12525	Flagstaff 1 inhabitant	source
12523	toronto	source
12520	toronto	source
12519	toronto	source
12518	toronto	source
12515	toronto	source
12510	toronto	source
12509	toronto	source
12504	Flagstaff 1 inhabitant	source
12494	Flagstaff 1 inhabitant	source
12461	toronto	source
12460	toronto	source
12456	toronto	source
12454	toronto	source
12452	toronto	source
10477	sandiego	source
10476	sandiego	source
10475	sandiego	source
10474	sandiego	source
10471	sandiego	source
10467	sandiego	source
10446	Flagstaff 1 inhabitant	source
10440	Flagstaff 1 inhabitant	source
10435	Flagstaff 1 inhabitant	source
10413	Flagstaff 1 inhabitant	source
10408	Flagstaff 1 inhabitant	source
10403	Flagstaff 1 inhabitant	source
10346	Flagstaff 1 inhabitant	source
10344	Flagstaff 1 inhabitant	source
10343	Flagstaff 1 inhabitant	source
10338	flagstaff	source
10329	flagstaff	source
10326	Flagstaff 1 inhabitant	source
10314	Flagstaff 1 inhabitant	source
7615	Flagstaff 1 inhabitant	source
7610	Flagstaff 1 inhabitant	source
7605	Flagstaff 1 inhabitant	source
7493	Flagstaff 1 inhabitant	source
7491	Flagstaff 1 inhabitant	source
7487	Flagstaff 1 inhabitant	source
7390	Flagstaff 1 inhabitant	source
7380	Flagstaff 1 inhabitant	source
7374	sandiego	source
7372	sandiego	source
7370	sandiego	source
7367	sandiego	source
7349	flagstaff	source
7337	flagstaff	source
7335	flagstaff	source
7319	Flagstaff 1 inhabitant	source
7310	Flagstaff 1 inhabitant	source
7305	Flagstaff 1 inhabitant	source
7288	Flagstaff 1 inhabitant	source
7287	Flagstaff 1 inhabitant	source
7284	Flagstaff 1 inhabitant	source
7276	Flagstaff 1 inhabitant	source
7225	Flagstaff 1 inhabitant	source
7220	Flagstaff 1 inhabitant	source
7215	Flagstaff 1 inhabitant	source
